'Z''1','Z''2','Z''3','Z''4','Z''5','Z''6','Z''7','Z''8','Z''9','Z''10','Z''11','Z''12','Z''13','Z''14','Z''15','Z''16','Z''17','Z''18','Z''19','Z''20','Z''21','Z''22','Z''23','Z''24','Z''25','Z''26','Z''27','Z''28','Z''29','Z''30','Z''31','Z''32','Z''33','Z''34','Z''35','Z''36','Z''37','Z''38','Z''39','Z''40','Z''''1','Z''''2','Z''''3','Z''''4','Z''''5','Z''''6','Z''''7','Z''''8','Z''''9','Z''''10','Z''''11','Z''''12','Z''''13','Z''''14','Z''''15','Z''''16','Z''''17','Z''''18','Z''''19','Z''''20','Z''''21','Z''''22','Z''''23','Z''''24','Z''''25','Z''''26','Z''''27','Z''''28','Z''''29','Z''''30','Z''''31','Z''''32','Z''''33','Z''''34','Z''''35','Z''''36','Z''''37','Z''''38','Z''''39','Z''''40',Class
5.590742786138326892e+01,9.004184411474196281e+01,1.241762603681006567e+02,1.583106766214593506e+02,1.924450928748180445e+02,2.265795091281767668e+02,2.607139253815354323e+02,2.948483416348940978e+02,3.289827578882528201e+02,3.631171741416115424e+02,3.972515903949702079e+02,4.313860066483288733e+02,4.655204229016875956e+02,4.996548391550463180e+02,5.337892554084049834e+02,5.679236716617635921e+02,6.020580879151223144e+02,6.361925041684810367e+02,6.703269204218397590e+02,7.044613366751984813e+02,7.385957529285572036e+02,7.727301691819159259e+02,8.068645854352744209e+02,8.409990016886331432e+02,8.751334179419918655e+02,9.092678341953505878e+02,9.434022504487091965e+02,9.775366667020680325e+02,1.011671082955426755e+03,1.045805499208785704e+03,1.079939915462143972e+03,1.114074331715502694e+03,1.148208747968861417e+03,1.182343164222219912e+03,1.216477580475578861e+03,1.250611996728937584e+03,1.284746412982296306e+03,1.318880829235654801e+03,1.353015245489013523e+03,1.387149661742372245e+03,-9.537829628606935728e+01,-1.323172752896255133e+02,-1.559545500852971145e+02,-1.742999267699713357e+02,-1.866959733350541342e+02,-2.046237251621663233e+02,-2.263840829053760046e+02,-2.576825268707087275e+02,-2.955118058610929097e+02,-3.258465607157316981e+02,-3.533998355826206534e+02,-3.799137332845177184e+02,-4.008300791235527072e+02,-4.179663997943159188e+02,-4.351027204650790168e+02,-4.474102245062471752e+02,-4.577717894838549455e+02,-4.681333544614627158e+02,-4.754908508315588165e+02,-4.816590328520196636e+02,-4.878272148724806243e+02,-4.924437420012448570e+02,-4.932260880522482580e+02,-4.940084341032516591e+02,-4.947907801542551169e+02,-4.882020731584153737e+02,-4.791244565901828878e+02,-4.700468400219504588e+02,-4.631201211414642671e+02,-4.574677554392952175e+02,-4.518153897371261678e+02,-4.399898051914752273e+02,-4.243593539955672895e+02,-4.105452541437244918e+02,-4.000218790225339944e+02,-3.894985039013436108e+02,-3.708390679045485854e+02,-3.480861554710714358e+02,-3.333763869417168735e+02,-3.237263564821208206e+02,1
4.866552188319747074e+01,6.190791639673308566e+01,7.515031091026870058e+01,8.839270542380432971e+01,1.016350999373399446e+02,1.148774944508755596e+02,1.281198889644111887e+02,1.413622834779467894e+02,1.546046779914824185e+02,1.678470725050180477e+02,1.810894670185536484e+02,1.943318615320892775e+02,2.075742560456249066e+02,2.208166505591605073e+02,2.340590450726961080e+02,2.473014395862317087e+02,2.605438340997673663e+02,2.737862286133030238e+02,2.870286231268386246e+02,3.002710176403742253e+02,3.135134121539098260e+02,3.267558066674454835e+02,3.399982011809810842e+02,3.532405956945166849e+02,3.664829902080523425e+02,3.797253847215880000e+02,3.929677792351235439e+02,4.062101737486592015e+02,4.194525682621948022e+02,4.326949627757304029e+02,4.459373572892660036e+02,4.591797518028016611e+02,4.724221463163372619e+02,4.856645408298728626e+02,4.989069353434085201e+02,5.121493298569441777e+02,5.253917243704797784e+02,5.386341188840153791e+02,5.518765133975509798e+02,5.651189079110865805e+02,-8.619442910396264779e+01,-1.030219557529525360e+02,-1.183330519605642621e+02,-1.271397935564629194e+02,-1.365912021880105556e+02,-1.468772281992360433e+02,-1.530945105566493964e+02,-1.568954274594436811e+02,-1.600898595902873751e+02,-1.622447621738503756e+02,-1.632449627826144933e+02,-1.640908529212516669e+02,-1.645647901243806075e+02,-1.645585510692505977e+02,-1.641244373579184241e+02,-1.622045724865250236e+02,-1.603052162770165694e+02,-1.610293121925041930e+02,-1.615420983603917477e+02,-1.593492717420213864e+02,-1.582288566641458374e+02,-1.640860265976542109e+02,-1.694768437277062674e+02,-1.730563087791155965e+02,-1.766357738305249256e+02,-1.779358254271859323e+02,-1.763982804329563976e+02,-1.748607354387268629e+02,-1.720602272852496526e+02,-1.686616899301464514e+02,-1.657414695312925801e+02,-1.628212491324386804e+02,-1.599010287335848091e+02,-1.561342648126203585e+02,-1.468204215093612106e+02,-1.374094970330970682e+02,-1.278855095675481977e+02,-1.143226139379169837e+02,-9.559674040969971998e+01,-8.948467485848402703e+01,1
4.500897418196865374e+01,6.237454730827627714e+01,7.974012043458390053e+01,9.710569356089153814e+01,1.144712666871991615e+02,1.318368398135067991e+02,1.492024129398144225e+02,1.665679860661220459e+02,1.839335591924296693e+02,2.012991323187372927e+02,2.186647054450448877e+02,2.360302785713525111e+02,2.533958516976601913e+02,2.707614248239677863e+02,2.881269979502754381e+02,3.054925710765830331e+02,3.228581442028906849e+02,3.402237173291983368e+02,3.575892904555059317e+02,3.749548635818135836e+02,3.923204367081211785e+02,4.096860098344287735e+02,4.270515829607364253e+02,4.444171560870440771e+02,4.617827292133516721e+02,4.791483023396593239e+02,4.965138754659669758e+02,5.138794485922745707e+02,5.312450217185821657e+02,5.486105948448898744e+02,5.659761679711973557e+02,5.833417410975050643e+02,6.007073142238127730e+02,6.180728873501202543e+02,6.354384604764279629e+02,6.528040336027356716e+02,6.701696067290431529e+02,6.875351798553508615e+02,7.049007529816585702e+02,7.222663261079661652e+02,-8.548943807814430329e+01,-9.558594062997032381e+01,-1.056824431817963017e+02,-1.157789457336223222e+02,-1.258754482854483143e+02,-1.359719508372743064e+02,-1.460684533891003412e+02,-1.590376927489269860e+02,-1.732062859122402187e+02,-1.874211120941268121e+02,-2.016652784053259495e+02,-2.104329023762608131e+02,-2.171492327863409173e+02,-2.246585453999227866e+02,-2.352389101568109027e+02,-2.458192749136989903e+02,-2.548879243710763944e+02,-2.598384676808756240e+02,-2.647890109906746829e+02,-2.697395543004738556e+02,-2.746900976102730283e+02,-2.759265931169344412e+02,-2.765098385504173848e+02,-2.770930839839003283e+02,-2.760992863038462701e+02,-2.707456151337814845e+02,-2.653919439637166420e+02,-2.600382727936517995e+02,-2.547202810184051884e+02,-2.503862104242380724e+02,-2.460521398300709564e+02,-2.417180692359038119e+02,-2.279581082377190455e+02,-2.022446848541022462e+02,-1.932772961343466136e+02,-1.999936265444268884e+02,-1.989552783714758846e+02,-1.824374716125599605e+02,-1.576300867652252862e+02,-1.289866077592157581e+02,1
9.739524348799999842e+00,2.897464935968974231e+01,4.820977437057948123e+01,6.744489938146922725e+01,8.668002439235897327e+01,1.059151494032487193e+02,1.251502744141384369e+02,1.443853994250281971e+02,1.636205244359179289e+02,1.828556494468076892e+02,2.020907744576974494e+02,2.213258994685871528e+02,2.405610244794768846e+02,2.597961494903666448e+02,2.790312745012564051e+02,2.982663995121461085e+02,3.175015245230358687e+02,3.367366495339256289e+02,3.559717745448153323e+02,3.752068995557050926e+02,3.944420245665948528e+02,4.136771495774845562e+02,4.329122745883743164e+02,4.521473995992640766e+02,4.713825246101537800e+02,4.906176496210435403e+02,5.098527746319333005e+02,5.290878996428231176e+02,5.483230246537128778e+02,5.675581496646025244e+02,5.867932746754922846e+02,6.060283996863820448e+02,6.252635246972718051e+02,6.444986497081615653e+02,6.637337747190513255e+02,6.829688997299410858e+02,7.022040247408307323e+02,7.214391497517204925e+02,7.406742747626102528e+02,7.599093997735000130e+02,-6.880733945000000462e-01,-4.242958875984524525e+01,-6.372618207479551700e+01,-7.230063514466422703e+01,-7.723451259551272585e+01,-7.496878562510778465e+01,-6.886026817223138607e+01,-5.565455187014990202e+01,-2.399435426977861141e+01,-6.351446718412878312e+01,-1.071983062808851201e+02,-1.377205363444726913e+02,-1.605706220384556104e+02,-1.808715596330256972e+02,-1.975141143260074443e+02,-2.123404118816687003e+02,-2.256207095656991157e+02,-2.363232180663408997e+02,-2.467113620324300314e+02,-2.557633498000155896e+02,-2.644201364384659882e+02,-2.683257357569224268e+02,-2.714842930439420456e+02,-2.747956837480643912e+02,-2.785655747034894603e+02,-2.818630910373835263e+02,-2.777314428690552290e+02,-2.735997947007268749e+02,-2.705069395436418063e+02,-2.678016937191115403e+02,-2.643444509220099121e+02,-2.575695744223800716e+02,-2.532242413549657272e+02,-2.507895201128903580e+02,-2.447159491884216891e+02,-2.301076217360760836e+02,-2.146981458908478260e+02,-1.989696541990707885e+02,-1.872829922371800535e+02,-1.651376146789000074e+02,1
9.739524348810931542e+00,2.657025873333920174e+01,4.340099311786746483e+01,6.023172750239572792e+01,7.706246188692399812e+01,9.389319627145228253e+01,1.107239306559805243e+02,1.275546650405087945e+02,1.443853994250370647e+02,1.612161338095653207e+02,1.780468681940936051e+02,1.948776025786218327e+02,2.117083369631500886e+02,2.285390713476784015e+02,2.453698057322066290e+02,2.622005401167349419e+02,2.790312745012632263e+02,2.958620088857915107e+02,3.126927432703197383e+02,3.295234776548480227e+02,3.463542120393763071e+02,3.631849464239044778e+02,3.800156808084328190e+02,3.968464151929611035e+02,4.136771495774892742e+02,4.305078839620176154e+02,4.473386183465458998e+02,4.641693527310741274e+02,4.810000871156024118e+02,4.978308215001306962e+02,5.146615558846589238e+02,5.314922902691872650e+02,5.483230246537154926e+02,5.651537590382437202e+02,5.819844934227720614e+02,5.988152278073002890e+02,6.156459621918285166e+02,6.324766965763568578e+02,6.493074309608850854e+02,6.661381653454134266e+02,-2.752293577981618000e+00,-3.091037402964001757e+01,-3.707657021877208336e+01,-3.530752945008413235e+01,-2.194777699364848544e+01,-4.608327452364154908e+01,-8.398566853048149028e+01,-1.103595001868071961e+02,-1.373323923782637621e+02,-1.513408609738883968e+02,-1.669768877911078846e+02,-1.822260308498840118e+02,-1.919649158181267978e+02,-2.022280471821756009e+02,-2.127785058977719075e+02,-2.184855328158079999e+02,-2.239393083980239680e+02,-2.280169371912490988e+02,-2.319936485532815880e+02,-2.336649441118218817e+02,-2.331151683474855929e+02,-2.325688073394495063e+02,-2.325688073394495063e+02,-2.325688073394495063e+02,-2.287932251235003491e+02,-2.231122088920253930e+02,-2.158093053735255182e+02,-2.078964613368283096e+02,-2.008909668313337988e+02,-1.949258997882850792e+02,-1.853352152434721916e+02,-1.749369896158887627e+02,-1.642378263937896463e+02,-1.534580098800281860e+02,-1.373617972241825100e+02,-1.307490674463151095e+02,-1.008689131968948374e+02,-7.921161407399929999e+01,-7.651729004940004586e+01,-5.504587155963298528e+01,1
5.025756738270654722e+00,7.717084950349383021e+00,1.040841316242811132e+01,1.309974137450683962e+01,1.579106958658556970e+01,1.848239779866429444e+01,2.117372601074302807e+01,2.386505422282175459e+01,2.655638243490048467e+01,2.924771064697921119e+01,3.193903885905794127e+01,3.463036707113667489e+01,3.732169528321540497e+01,4.001302349529413505e+01,4.270435170737285091e+01,4.539567991945158099e+01,4.808700813153031106e+01,5.077833634360904114e+01,5.346966455568777121e+01,5.616099276776650129e+01,5.885232097984523136e+01,6.154364919192396144e+01,6.423497740400269151e+01,6.692630561608142159e+01,6.961763382816015167e+01,7.230896204023888174e+01,7.500029025231761182e+01,7.769161846439632768e+01,8.038294667647505776e+01,8.307427488855378783e+01,8.576560310063251791e+01,8.845693131271124798e+01,9.114825952478997806e+01,9.383958773686872235e+01,9.653091594894743821e+01,9.922224416102615407e+01,1.019135723731048984e+02,1.046049005851836426e+02,1.072962287972623443e+02,1.099875570093410744e+02,-2.506265664160402196e+00,-7.741697387999645130e+00,-9.972298025670891519e+00,-1.112577342074740017e+01,-1.154440570077929351e+01,-1.210719427711971541e+01,-1.150881089417407921e+01,-1.005556457546072480e+01,-7.946335656319138963e+00,-2.640823314061166549e+00,-6.262153661996536336e+00,-1.188409384226438803e+01,-1.598336748340694591e+01,-1.917601819177658840e+01,-2.231533082538145152e+01,-2.492523320181021873e+01,-2.693496955469548482e+01,-2.862441335688856014e+01,-2.984665441199324931e+01,-3.101729766815014244e+01,-3.202104937316204314e+01,-3.294989722057390935e+01,-3.364405018540356451e+01,-3.420447892319567984e+01,-3.429089731978724132e+01,-3.437731571637880990e+01,-3.438596491228069851e+01,-3.438596491228069851e+01,-3.379096628271628333e+01,-3.305136890083429790e+01,-3.216823608597745476e+01,-3.120285779051899766e+01,-2.992647888875744044e+01,-2.855536032896117860e+01,-2.718424176916492385e+01,-2.531922108454091713e+01,-2.272305062902692896e+01,-1.997306047625066938e+01,-1.643615084867766996e+01,-1.333333333333332860e+01,1
5.026261524909962475e+00,7.096986922078355242e+00,9.167712319246748010e+00,1.123843771641514167e+01,1.330916311358353354e+01,1.537988851075192365e+01,1.745061390792032086e+01,1.952133930508871629e+01,2.159206470225710461e+01,2.366279009942549649e+01,2.573351549659388837e+01,2.780424089376228380e+01,2.987496629093067924e+01,3.194569168809906756e+01,3.401641708526746299e+01,3.608714248243585132e+01,3.815786787960424675e+01,4.022859327677264218e+01,4.229931867394103051e+01,4.437004407110943305e+01,4.644076946827780716e+01,4.851149486544620970e+01,5.058222026261460513e+01,5.265294565978299346e+01,5.472367105695138889e+01,5.679439645411977722e+01,5.886512185128817265e+01,6.093584724845656808e+01,6.300657264562496351e+01,6.507729804279335895e+01,6.714802343996174727e+01,6.921874883713013560e+01,7.128947423429852392e+01,7.336019963146691225e+01,7.543092502863532900e+01,7.750165042580371733e+01,7.957237582297210565e+01,8.164310122014049398e+01,8.371382661730888231e+01,8.578455201447727063e+01,-2.706766917293229824e+00,-7.116341791964623908e+00,-9.445774233938884379e+00,-1.085613085613085538e+01,-1.171197384742857928e+01,-1.232821088731356340e+01,-1.253132832080200387e+01,-1.234619622151436324e+01,-1.195336416049691408e+01,-1.128590223749703547e+01,-1.005088227318839600e+01,-7.953927646524295625e+00,-3.894351262772326017e+00,-3.000585576089739082e+00,-7.099215034805252955e+00,-1.018768045927780719e+01,-1.240645202750466325e+01,-1.427079286192197216e+01,-1.595909176867027135e+01,-1.736456579527559541e+01,-1.870115172443378526e+01,-1.976653023701995693e+01,-2.037237299464759843e+01,-2.103507988755330871e+01,-2.172163425128893621e+01,-2.206421807521074285e+01,-2.233648539458642901e+01,-2.214904416219005157e+01,-2.196160292979368478e+01,-2.153623942361325660e+01,-2.105891370076222557e+01,-2.025648235661072505e+01,-1.934719608860674356e+01,-1.825442532542434293e+01,-1.699355352422931631e+01,-1.546944225085112556e+01,-1.346991520215700788e+01,-1.022980320942968469e+01,-7.010740888940919291e+00,1.002506265664138002e-01,1
7.081761006289306692e+01,7.820217676394250361e+01,8.558674346499192609e+01,9.297131016604136278e+01,1.003558768670907995e+02,1.077404435681402219e+02,1.151250102691896586e+02,1.225095769702390953e+02,1.298941436712885320e+02,1.372787103723379687e+02,1.446632770733874054e+02,1.520478437744368421e+02,1.594324104754862503e+02,1.668169771765356870e+02,1.742015438775851237e+02,1.815861105786345320e+02,1.889706772796839971e+02,1.963552439807334054e+02,2.037398106817828420e+02,2.111243773828322787e+02,2.185089440838816870e+02,2.258935107849311521e+02,2.332780774859805888e+02,2.406626441870299971e+02,2.480472108880794337e+02,2.554317775891288704e+02,2.628163442901783355e+02,2.702009109912277154e+02,2.775854776922772089e+02,2.849700443933265888e+02,2.923546110943760254e+02,2.997391777954254621e+02,3.071237444964748988e+02,3.145083111975243355e+02,3.218928778985737722e+02,3.292774445996232089e+02,3.366620113006725887e+02,3.440465780017220823e+02,3.514311447027714621e+02,3.588157114038209556e+02,-4.678646301287813003e+00,-9.227570900826071565e+00,-1.307261108363800872e+01,-2.177504145459414175e+01,-3.614677596352986910e+01,-4.671082592020069058e+01,-5.540770302242358269e+01,-6.343237629957369705e+01,-7.088839448187439984e+01,-7.664416929150885949e+01,-8.217698965540236600e+01,-8.731530784986260585e+01,-9.205290806065103482e+01,-9.494000746425000159e+01,-9.773376768121838154e+01,-1.003134820538998468e+02,-1.026431599501297143e+02,-1.046404605800200187e+02,-1.053359038545938375e+02,-1.049873713537977835e+02,-1.052774881918606837e+02,-1.058672889433391191e+02,-1.049961544812618968e+02,-1.037740013662792222e+02,-1.017376938522364611e+02,-9.968663897281740560e+01,-9.836741690070282118e+01,-9.657743038455339502e+01,-9.268911658034916456e+01,-8.861190179243267551e+01,-8.411205355829785901e+01,-7.888634330326945587e+01,-7.271612594770182625e+01,-6.586681498952137304e+01,-5.750989744558498273e+01,-4.675061989942503260e+01,-3.390203184693709915e+01,-1.957459836420338917e+01,-6.884925756100217065e+00,-3.271101391784952739e+00,1
5.392429096950274925e+01,6.339231955892685733e+01,7.286034814835096540e+01,8.232837673777505927e+01,9.179640532719915313e+01,1.012644339166232754e+02,1.107324625060473551e+02,1.202004910954714774e+02,1.296685196848956139e+02,1.391365482743196935e+02,1.486045768637438016e+02,1.580726054531679097e+02,1.675406340425919893e+02,1.770086626320161258e+02,1.864766912214402055e+02,1.959447198108643136e+02,2.054127484002883932e+02,2.148807769897125297e+02,2.243488055791366378e+02,2.338168341685607459e+02,2.432848627579848539e+02,2.527528913474089336e+02,2.622209199368330701e+02,2.716889485262571498e+02,2.811569771156812294e+02,2.906250057051053659e+02,3.000930342945295024e+02,3.095610628839535821e+02,3.190290914733776617e+02,3.284971200628017982e+02,3.379651486522258779e+02,3.474331772416500144e+02,3.569012058310740940e+02,3.663692344204981737e+02,3.758372630099223102e+02,3.853052915993463898e+02,3.947733201887705263e+02,4.042413487781946060e+02,4.137093773676187425e+02,4.231774059570428221e+02,-4.725711573344199223e+00,-1.793710285986161779e+01,-4.150578631348482617e+01,-6.541231432734529960e+01,-7.748706092020672997e+01,-8.915190165549259405e+01,-1.011146317743353222e+02,-1.102984668115523590e+02,-1.183602969631572819e+02,-1.262317941307494351e+02,-1.327941860412045685e+02,-1.379864099825652488e+02,-1.418006758756848456e+02,-1.460374934309787136e+02,-1.496428699017034205e+02,-1.524997498746901385e+02,-1.541364439793725580e+02,-1.560271603942607044e+02,-1.577547052262864327e+02,-1.583123742571487469e+02,-1.585043106379118569e+02,-1.582796864902546190e+02,-1.575673546325176630e+02,-1.566419681407355426e+02,-1.547016328174614443e+02,-1.526503058914504720e+02,-1.503251737612097543e+02,-1.467046860431606206e+02,-1.427085374294034352e+02,-1.383503648333391993e+02,-1.333193788085653182e+02,-1.276500262760853559e+02,-1.206816277424367172e+02,-1.109978829983946156e+02,-1.026083451929667376e+02,-9.131594646813464067e+01,-7.944858686198502085e+01,-6.596118326053996839e+01,-4.492883982001461618e+01,-1.389259353438779954e+01,1
6.842871831627962820e+01,8.971801849444142363e+02,1.725931651572548844e+03,2.554683118200684021e+03,3.383434584828818060e+03,4.212186051456952555e+03,5.040937518085088413e+03,5.869688984713221544e+03,6.698440451341356493e+03,7.527191917969491442e+03,8.355943384597625482e+03,9.184694851225760431e+03,1.001344631785389538e+04,1.084219778448203033e+04,1.167094925111016346e+04,1.249970071773829841e+04,1.332845218436643154e+04,1.415720365099456831e+04,1.498595511762270326e+04,1.581470658425083639e+04,1.664345805087897315e+04,1.747220951750710810e+04,1.830096098413524305e+04,1.912971245076337436e+04,1.995846391739151659e+04,2.078721538401964790e+04,2.161596685064778285e+04,2.244471831727591052e+04,2.327346978390404547e+04,2.410222125053218042e+04,2.493097271716031537e+04,2.575972418378845032e+04,2.658847565041658527e+04,2.741722711704472022e+04,2.824597858367285153e+04,2.907473005030099011e+04,2.990348151692912506e+04,3.073223298355726001e+04,3.156098445018539496e+04,3.238973591681352991e+04,-2.722557862005924108e+02,-2.144329729857091024e+03,-3.113682156782754191e+03,-3.893619294240552790e+03,-4.391916468911698757e+03,-4.777062645103845171e+03,-5.064434743176698248e+03,-5.153763559832826104e+03,-5.077932626504511063e+03,-4.984875573734698264e+03,-4.794015447015897735e+03,-4.464592470752804729e+03,-4.131849621515071703e+03,-4.200760711189317590e+03,-4.581999168271486269e+03,-5.390349466940378079e+03,-6.196561999248836401e+03,-6.971540087481239425e+03,-7.426859440113751589e+03,-7.912175151924677266e+03,-8.415076121084190163e+03,-8.742209158245350409e+03,-9.060268218010176497e+03,-9.252976628885129685e+03,-9.435511016123271474e+03,-9.509608250313860481e+03,-9.529868479301108891e+03,-9.524381513293774333e+03,-9.402529663712244655e+03,-9.280677814130709521e+03,-9.038758488743889757e+03,-8.768803885442208411e+03,-8.443782054278297437e+03,-8.049009548580877890e+03,-7.470075282860003426e+03,-6.684274384196974097e+03,-5.850544472207807303e+03,-4.950332678001467684e+03,-3.608417674009257553e+03,-1.369677877008489304e+03,1
1.929122816291619529e+02,1.293957735015436583e+03,2.395003188401711213e+03,3.496048641787985616e+03,4.597094095174260474e+03,5.698139548560535331e+03,6.799185001946809280e+03,7.900230455333084137e+03,9.001275908719358995e+03,1.010232136210563112e+04,1.120336681549190871e+04,1.230441226887818448e+04,1.340545772226445661e+04,1.450650317565073237e+04,1.560754862903700632e+04,1.670859408242328209e+04,1.780963953580955422e+04,1.891068498919583726e+04,2.001173044258210575e+04,2.111277589596837424e+04,2.221382134935465729e+04,2.331486680274092942e+04,2.441591225612720154e+04,2.551695770951348095e+04,2.661800316289975672e+04,2.771904861628602521e+04,2.882009406967230461e+04,2.992113952305857674e+04,3.102218497644484887e+04,3.212323042983112828e+04,3.322427588321740041e+04,3.432532133660367981e+04,3.542636678998995194e+04,3.652741224337622407e+04,3.762845769676250347e+04,3.872950315014877560e+04,3.983054860353504773e+04,4.093159405692132714e+04,4.203263951030759927e+04,4.313368496369387867e+04,-3.856787061750837893e+02,-2.209930144574240330e+03,-3.245242012694028290e+03,-4.089584885217303963e+03,-4.643493631461540645e+03,-5.025503009436695720e+03,-5.251931747032040221e+03,-5.295805146487698948e+03,-5.108081421267092992e+03,-4.575182662037756018e+03,-4.137570352309473492e+03,-4.525690120016160108e+03,-5.696657704309448491e+03,-6.848427410906851946e+03,-7.940753188351624885e+03,-8.900228080205062724e+03,-9.708826055613339122e+03,-1.046756909842270215e+04,-1.109344873496149557e+04,-1.171932837150029263e+04,-1.223554433969916863e+04,-1.274266210704896366e+04,-1.316814676389878332e+04,-1.350627212094791685e+04,-1.384439747799704310e+04,-1.404164912883287070e+04,-1.419967273875871797e+04,-1.435769634868456342e+04,-1.432238475597453544e+04,-1.426751351875307228e+04,-1.416770691034509400e+04,-1.389826084792831352e+04,-1.362881478551153668e+04,-1.307067817397650833e+04,-1.249637482344109958e+04,-1.179196760766007355e+04,-1.092794350259961539e+04,-9.582655059489727137e+03,-7.478764629670679824e+03,-4.657576990614421447e+03,1
3.127874885004559846e-02,2.378253256966491869e-01,4.443719025432528724e-01,6.509184793898564747e-01,8.574650562364601880e-01,1.064011633083064012e+00,1.270558209929667504e+00,1.477104786776271217e+00,1.683651363622874930e+00,1.890197940469478421e+00,2.096744517316082135e+00,2.303291094162685848e+00,2.509837671009289117e+00,2.716384247855892831e+00,2.922930824702496544e+00,3.129477401549100257e+00,3.336023978395703971e+00,3.542570555242308128e+00,3.749117132088911841e+00,3.955663708935515110e+00,4.162210285782118824e+00,4.368756862628722537e+00,4.575303439475326250e+00,4.781850016321929964e+00,4.988396593168532789e+00,5.194943170015136502e+00,5.401489746861740215e+00,5.608036323708343929e+00,5.814582900554947642e+00,6.021129477401551355e+00,6.227676054248155069e+00,6.434222631094758782e+00,6.640769207941362495e+00,6.847315784787966209e+00,7.053862361634569922e+00,7.260408938481173635e+00,7.466955515327777348e+00,7.673502092174381062e+00,7.880048669020984775e+00,8.086595245867588488e+00,-5.521512652279979977e-02,-1.671283049629163076e-01,-9.174280967094879946e-01,-1.490230488466391501e+00,-1.922540779956091184e+00,-2.275997016196997347e+00,-2.582275846538426567e+00,-2.833534014825806580e+00,-3.057496097331844798e+00,-3.260250376301958131e+00,-3.440335061197023148e+00,-3.594622049434794242e+00,-3.739808907173492791e+00,-3.876063557332193987e+00,-3.986223416438317013e+00,-4.091229333643618737e+00,-4.186437594378308091e+00,-4.262883698193332904e+00,-4.323928256328123609e+00,-4.383489495344422338e+00,-4.441481300924756681e+00,-4.471727073414945686e+00,-4.498622998955394969e+00,-4.521204597190393137e+00,-4.536466478440095429e+00,-4.538785377773445262e+00,-4.539063367782659952e+00,-4.538559870360796999e+00,-4.525102626732897981e+00,-4.495326719943664173e+00,-4.455959831045755770e+00,-4.413783462540256330e+00,-4.365264774552792382e+00,-4.300657779203233666e+00,-4.217176678321298944e+00,-4.131297293697709705e+00,-4.022380176291871834e+00,-3.896511455491264098e+00,-3.758188451525967810e+00,-3.607757774523820959e+00,1
1.149657239516864993e-01,1.855768945420837035e-01,2.561880651324809910e-01,3.267992357228782785e-01,3.974104063132756215e-01,4.680215769036727980e-01,5.386327474940700855e-01,6.092439180844674285e-01,6.798550886748646604e-01,7.504662592652618924e-01,8.210774298556592354e-01,8.916886004460564674e-01,9.622997710364535884e-01,1.032910941626851153e+00,1.103522112217248496e+00,1.174133282807645617e+00,1.244744453398042960e+00,1.315355623988440303e+00,1.385966794578837424e+00,1.456577965169234767e+00,1.527189135759632110e+00,1.597800306350029231e+00,1.668411476940426574e+00,1.739022647530823917e+00,1.809633818121221038e+00,1.880244988711618381e+00,1.950856159302015946e+00,2.021467329892412845e+00,2.092078500482810188e+00,2.162689671073207087e+00,2.233300841663604430e+00,2.303912012254001773e+00,2.374523182844399116e+00,2.445134353434796459e+00,2.515745524025193802e+00,2.586356694615591145e+00,2.656967865205988044e+00,2.727579035796385387e+00,2.798190206386782730e+00,2.868801376977180073e+00,-7.077144059141809995e-02,-1.272481234379296000e-01,-1.837248062844411001e-01,-2.877368977035352771e-01,-4.270044171472953121e-01,-5.524206441895893605e-01,-6.503321620346863563e-01,-7.482436798797834632e-01,-8.137700275130941296e-01,-8.760578581252260744e-01,-9.342805364314832328e-01,-9.828648697544566382e-01,-1.031449203077430044e+00,-1.067051275810671829e+00,-1.096661535964037704e+00,-1.125439599925753820e+00,-1.143454593142137155e+00,-1.161469586358520489e+00,-1.176095271448914348e+00,-1.186731458432674691e+00,-1.197367645416435034e+00,-1.199076636889773839e+00,-1.199171672112640863e+00,-1.197289610928679915e+00,-1.188951724742832949e+00,-1.180613838556985762e+00,-1.165063585376844957e+00,-1.145130432254018338e+00,-1.125096406865536913e+00,-1.094622101981815421e+00,-1.064147797098093706e+00,-1.026556953872449496e+00,-9.781626909952115811e-01,-9.297684281179739996e-01,-8.673125714085030413e-01,-8.009983505377488155e-01,-7.288491276091819682e-01,-6.286594781250133268e-01,-5.214154566535507129e-01,-3.622512573556039839e-01,1
